66,06
66,03
66,52
66,60
66,57
66,70
66,71
66,78
66,73
66,79
66,62
66,32
66,34
66,12
66,06
66,24
66,18
66,22
66,34
66,30
66,43
66,20
66,11
66,41
66,37
66,59
66,56
66,46
66,68
66,53
66,66
66,58
66,45
66,37
66,26
66,26
66,26
66,38
66,51
66,74
66,71
66,87
66,34
66,07
66,16
66,40
66,31
66,46
66,63
66,34
66,45
66,61
66,71
66,61
66,35
66,26
66,30
66,37
63,71
66,42
66,38
66,33
66,36
65,95
65,39
65,75
65,64
65,40
65,40
65,71
65,50
65,38
66,07
66,18
66,14
66,39
66,28
66,59
66,70
66,46
66,31
66,41
66,63
66,56
66,07
66,13
66,26
66,50
66,49
65,99
65,72
65,91
65,99
65,94
65,89
65,67
65,40
64,71
64,33
64,44
64,55
64,55
64,94
64,75
64,74
64,64
64,46
64,54
64,35
63,97
63,74
64,06
64,27
64,84
65,58
65,40
65,52
65,51
65,71
65,52
65,51
65,54
65,45
65,54
65,55
65,54
65,47
65,34
65,31
65,34
65,23
65,11
65,04
65,05
64,95
65,14
62,42
65,12
64,54
64,64
26,03
